movie,trackname,musicDirector,singers,cast,releaseYear
Pyaar Ka Punchnama 2,"Singers :-Benny Dayal,Vishal Dadlani,KK, Sid Cuotto; Composer :-Clinton Cerejo","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,"""Chak Glassy""Singer :-Suzanne D'Mello; Composer :- AD Boyz","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,Singer :-Suzanne D'Mello; Composer :- AD Boyz,"Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Ad Boyz & Suzanne D'Mello,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,"""Baawre""Singer :-Clinton Cerejo; Composer :- Hitesh Sonik","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,Singer :-Clinton Cerejo; Composer :- Hitesh Sonik,"Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,"""Koi Aa Raha""Singer :-Suraj Jagan; Composer :- Hitesh Sonik","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,Singer :-Suraj Jagan; Composer :- Hitesh Sonik,"Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,"""Ban Gaya Kutta""Singer :-Mika Singh; Composer :- Luv Ranjan","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,Singer :-Mika Singh; Composer :- Luv Ranjan,"Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,"""Ishq Na Kariyo Kaake""Singer :-Mika Singh; Composer :-Clinton Cerejo","Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Pyaar Ka Punchnama 2,Singer :-Mika Singh; Composer :-Clinton Cerejo,"Clinton Cerejo, Hitesh Sonik, Luv Ranjan, AD Boyz",Not Found,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Sharat Saxena, Joy Badlani, Rumana Molla, Ishita Raj Sharma, Sonnalli Seygall, Mona Ambegaonkar",2015
Shaandaar,Gulaabo,Amit Trivedi,Vishal Dadlani & Anusha Mani,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Shaam Shaandaar,Amit Trivedi,Amit Trivedi,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Nazdeekiyaan,Amit Trivedi,Nikhil Paul George & Neeti Mohan,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Senti Wali Mental,Amit Trivedi,"Arijit Singh, Amit Trivedi, Swanand Kirkire & Neeti Mohan","Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Raitaa Phailgaya,Amit Trivedi,Divya Kumar,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Neend Na Mujhko Aaye,Amit Trivedi,Siddhart Basrur & Saba Azad,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Shaandaar,Eena Meena Deeka,Amit Trivedi,Kishore Kumar,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Kumud Pant, Niki Aneja Walia, Sanah Kapoor, Vikas Verma, Sushma Seth, Shibani Dandekar",2015
Tamasha,Matargashti,A. R. Rahman,Mohit Chauhan,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Heer Toh Badi Sad Hai,A. R. Rahman,Mika Singh,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Safarnama,A. R. Rahman,Lucky Ali,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Agar Tum Saath Ho,A. R. Rahman,Alka Yagnik & Arijit Singh,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Chali Kahani,A. R. Rahman,"Sukhwinder Singh, Haricharan & Haripriya","Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Wat Wat Wat,A. R. Rahman,Arijit Singh & Shashwat Singh,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Parade De La Bastille (Instrumental version),A. R. Rahman,A.R. Rahman,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Wat Wat Wat (Vengeance Mix),A. R. Rahman,Shashwat Singh & Pravin Mani,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Tamasha,Tu Koi Aur Hai,A. R. Rahman,"A.R. Rahman, Alma Ferovic & Arjun Chandy","Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Vivek Mushran, Javed Sheikh, Sushma Seth, Ishtiyak Khan, Kshitij Sharma, Teddy Maurya, Yash Sehgal",2015
Hate Story 3,Tumhe Apna Banane Ka,"Amaal Mallik, Meet Bros, Baman",Armaan Malik & Neeti Mohan,"Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,Tu Issaq Mera,"Amaal Mallik, Meet Bros, Baman","Meet Bros, Neha Kakkar & Earl Edgar","Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,Wajah Tum Ho,"Amaal Mallik, Meet Bros, Baman","Mithoon, Altamash Faridi & Tulsi Kumar","Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,Neendein Khul Jaati Hain,"Amaal Mallik, Meet Bros, Baman",Aaman Trikha & Khushbu Jain,"Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,Love To Hate You,"Amaal Mallik, Meet Bros, Baman",Shivranjani Singh & Amaal Mallik,"Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,Tu Isaq Mera (Psycho-Love Mix),"Amaal Mallik, Meet Bros, Baman","Meet Bros, Earl Edgar & Neha Kakkar","Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Hate Story 3,"Wajah Tum Ho"" (Zeeshan Version)","Amaal Mallik, Meet Bros, Baman",Zeeshan & Baman,"Sharman Joshi, Zareen Khan, Daisy Shah, Karan Singh Grover, Priyanshu Chatterjee, Prithvi Zutshi, Puja Gupta",2015
Dangal,Haanikaarak Bapu,Pritam,"Pritam, Sarwar Khan & Sartaz Khan Barna","Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,Dhaakad,Pritam,Pritam & Raftaar,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,Gilehriyaan,Pritam,Jonita Gandhi & Pritam,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,Dangal,Pritam,Daler Mehndi & Pritam,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,Naina,Pritam,"Diljit Dosanjh, Badshah & Raj Ranjodh","Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,"Dhaakad"" (Aamir Khan version)",Pritam,Pritam & Aamir Khan,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Dangal,Idiot Banna,Pritam,"Pritam, Jyoti Nooran & Sultana Nooran","Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore",2016
Sultan,Baby Ko Bass Pasand Hai,Vishal–Shekhar,"Vishal & Shekhar, Vishal Dadlani, Shalmali Kholgade, Isheeta & Badshah","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Jag Ghoomeya"" (Male)",Vishal–Shekhar,Vishal & Shekhar & Rahat Fateh Ali Khan,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,440 Volt,Vishal–Shekhar,Vishal & Shekhar & Mika Singh,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Sultan"" (Title Track)",Vishal–Shekhar,"Vishal & Shekhar, Shadab Faridi & Sukhwinder Singh","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,Sachi Muchi,Vishal–Shekhar,"Vishal & Shekhar, Mohit Chauhan & Harshdeep Kaur","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,Bulleya,Vishal–Shekhar,"Pritam, Amit Mishra & Shilpa Rao","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,Tuk Tuk,Vishal–Shekhar,"Vishal & Shekhar, Nooran Sisters & Vishal Dadlani","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Jag Ghoomeya"" (Female)",Vishal–Shekhar,Vishal & Shekhar & Rahat Fateh Ali Khan,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,Rise of Sultan,Vishal–Shekhar,Vishal & Shekhar & Shekhar Ravjiani,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,Raula Paye Gaya – The Official Sultan Salute,Vishal–Shekhar,"Rahat Fateh Ali Khan, Asha Jagtap, Bhavika Patil, Chandni Suvarnakar, Fida Khan, Komal Jagtap & Ravina Jagtap","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Baby Nu Bass Pasand Hai"" (Salman Khan Version)",Vishal–Shekhar,"Salman Khan, Iulia Vantur & Isheeta","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Jag Ghoomeya"" (Salman Khan Version)",Vishal–Shekhar,Salman Khan,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Sultan,"Sultan"" (Salman Khan Version)",Vishal–Shekhar,Salman Khan,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump",2016
Ae Dil Hai Mushkil,Ae Dil Hai Mushkil,Pritam,Pritam & Arijit Singh,"Ranbir Kapoor, Anushka Sharma, Aishwarya Rai Bachchan, Fawad Khan, Lisa Haydon, Imran Abbas, Raj Awasti, Lora Moss, Matt Townsend, Neha Dhupia",2016
Rustom,Tere Sang Yaara,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Atif Aslam,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Rustom Vahi,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Sukriti Kakar,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Tay Hai,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Ankit Tiwari,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Dekha Hazaro Dafaa,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi","Arijit Singh, Palak Muchhal & Jeet Gannguli","Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Dhal Jaun Main,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi","Jubin Nautiyal, Aakanksha Sharma & Jeet Gannguli","Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Jab Tum Hote Ho,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Shreya Ghoshal,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Rustom Vahi Theme,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Raghav Sachar,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Rustom Vahi – Marathi,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Jasraj Joshi,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Rustom Vahi – Male,"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Jasraj Joshi,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
Rustom,Tere Bin Yaara (Reprise),"Jeet Gannguli, Arko, Raghav Sachar, Ankit Tiwari, Background Score:, Surinder Sodhi",Arko,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni, Sachin Khedekar, Kumud Mishra, Anang Desai, Parmeet Sethi, Indraneel Bhattacharya",2016
M.S. Dhoni: The Untold Story,Besabriyaan,Amaal Mallik,Armaan Malik,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Kaun Tujhe,Amaal Mallik,Palak Muchhal,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Jab Tak,Amaal Mallik,Armaan Malik,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Phir Kabhi,Amaal Mallik,Arijit Singh,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Parwah Nahin,Amaal Mallik,Siddharth Basrur,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,"Jab Tak"" (Redux)",Amaal Mallik,Armaan Malik,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Padhoge Likhoge,Amaal Mallik,Ananya Nanda & Adithyan A Prithviraj,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,Har Gully Mein Dhoni Hai,Amaal Mallik,Not Found,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,"Phir Kabhi"" (Reprise)",Amaal Mallik,Arijit Singh & Amaal Mallik,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
M.S. Dhoni: The Untold Story,"Kaun Tujhe"" (Armaan Malik Version)",Amaal Mallik,Armaan Malik,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee",2016
Airlift,Soch Na Sake,"Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta","Amaal Mallik, Arijit Singh & Tulsi Kumar","Akshay Kumar, Nimrat Kaur, Inaamulhaq, Prakash Belawadi, Kumud Mishra, Feryna Wazheir, Purab Kohli, Lenaa, Ninad Kamat, Gunjan Malhotra",2016
Airlift,"Dil Cheez Tujhe Dedi"" (Music by Ankit Tiwari)","Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",Ankit Tiwari & Arijit Singh,"Akshay Kumar, Nimrat Kaur, Inaamulhaq, Prakash Belawadi, Kumud Mishra, Feryna Wazheir, Purab Kohli, Lenaa, Ninad Kamat, Gunjan Malhotra",2016
Airlift,Mera Nachan Nu,"Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta","Amaal Mallik, Divya Kumar & Brijesh Shandilya","Akshay Kumar, Nimrat Kaur, Inaamulhaq, Prakash Belawadi, Kumud Mishra, Feryna Wazheir, Purab Kohli, Lenaa, Ninad Kamat, Gunjan Malhotra",2016
Airlift,Tu Bhoola Jise,"Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",Amaal Mallik,"Akshay Kumar, Nimrat Kaur, Inaamulhaq, Prakash Belawadi, Kumud Mishra, Feryna Wazheir, Purab Kohli, Lenaa, Ninad Kamat, Gunjan Malhotra",2016
Airlift,"Soch Na Sake"" (Solo Version)","Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta","Amaal Mallik, Arijit Singh & Tulsi Kumar","Akshay Kumar, Nimrat Kaur, Inaamulhaq, Prakash Belawadi, Kumud Mishra, Feryna Wazheir, Purab Kohli, Lenaa, Ninad Kamat, Gunjan Malhotra",2016
Housefull 3,Pyar Ki,"Sohail Sen, Mika Singh, Shaarib, Toshi, Tanishk Bagchi, Millind Gaba",Sharib Sabri & Toshi Sabri,"Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Nargis Fakhri, Lisa Haydon, Jackie Shroff, Boman Irani, Chunky Panday, Nikitin Dheer, Sameer Kochhar",2016
Housefull 3,Taang Uthake,"Sohail Sen, Mika Singh, Shaarib, Toshi, Tanishk Bagchi, Millind Gaba",Sohail Sen,"Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Nargis Fakhri, Lisa Haydon, Jackie Shroff, Boman Irani, Chunky Panday, Nikitin Dheer, Sameer Kochhar",2016
Housefull 3,Malamaal,"Sohail Sen, Mika Singh, Shaarib, Toshi, Tanishk Bagchi, Millind Gaba","Mika Singh, Akira, Miss Pooja & Kuwar Virk","Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Nargis Fakhri, Lisa Haydon, Jackie Shroff, Boman Irani, Chunky Panday, Nikitin Dheer, Sameer Kochhar",2016
Housefull 3,Fake Ishq,"Sohail Sen, Mika Singh, Shaarib, Toshi, Tanishk Bagchi, Millind Gaba","Kailash Kher, Nakaash Aziz & Altamash Faridi","Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Nargis Fakhri, Lisa Haydon, Jackie Shroff, Boman Irani, Chunky Panday, Nikitin Dheer, Sameer Kochhar",2016
Fan,"Jabra Fan"" (Hindi)",Vishal–Shekhar,Nakash Aziz,"Shah Rukh Khan, Deepika Amin, Yogendra Tiku, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza, Indraneel Bhattacharya, Taher Shabbir, James Richard Marshall, Glenn Webster",2016
Fan,"Ghaint Fan"" (Punjabi)",Vishal–Shekhar,Harbhajan Mann,"Shah Rukh Khan, Deepika Amin, Yogendra Tiku, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza, Indraneel Bhattacharya, Taher Shabbir, James Richard Marshall, Glenn Webster",2016
Fan,"Byapok Fan"" (Bengali)",Vishal–Shekhar,Vishal & Shekhar & Anupam Roy,"Shah Rukh Khan, Deepika Amin, Yogendra Tiku, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza, Indraneel Bhattacharya, Taher Shabbir, James Richard Marshall, Glenn Webster",2016
